regression_lookback,regression_timeframe,sl_multiplier,tp_multiplier,min_gap_atr_ratio,gate_mode,band_k,n_trades,n_candidate_bars,pf,total_pnl
10,5min,5.0,10.0,0.35,position,2.0,3,671,0.0,-1828.25
20,5min,7.0,6.0,0.35,position,2.5,3,366,0.0,-2482.0
10,5min,5.0,10.0,0.35,combined,2.0,1,500,0.0,-504.0
20,5min,7.0,6.0,0.35,position,2.0,5,1201,0.0,-3493.75
10,5min,7.0,6.0,0.35,position,2.0,3,671,0.0,-2328.25
10,5min,7.0,6.0,0.35,combined,2.0,1,500,0.0,-704.0
150,15min,3.0,6.0,0.35,combined,2.0,1,316,0.0,-551.5
100,15min,3.0,10.0,0.35,combined,1.5,1,570,0.0,-551.5
150,15min,3.0,8.0,0.35,position,1.5,3,2315,0.0,-1549.5
150,15min,3.0,8.0,0.35,position,2.0,1,391,0.0,-551.5
100,5min,5.0,8.0,0.35,position,1.5,2,1051,0.0,-644.25
150,15min,3.0,8.0,0.35,combined,2.0,1,316,0.0,-551.5
100,5min,7.0,10.0,0.35,position,2.0,1,598,0.0,-724.0
100,5min,7.0,10.0,0.35,position,2.5,1,293,0.0,-724.0
100,5min,7.0,10.0,0.35,combined,1.5,1,450,0.0,-15.25
100,15min,3.0,10.0,0.35,position,1.5,2,697,0.0,-863.0
100,15min,3.0,10.0,0.25,combined,1.5,3,544,0.0,-702.0
150,15min,3.0,6.0,0.35,position,1.5,3,2315,0.0,-1549.5
150,15min,3.0,6.0,0.35,position,2.0,1,391,0.0,-551.5
150,15min,3.0,6.0,0.35,combined,1.5,1,1669,0.0,-551.5
20,15min,3.0,6.0,0.35,position,2.5,1,207,0.0,-379.0
20,15min,3.0,8.0,0.25,combined,2.0,1,300,0.0,-356.5
20,5min,7.0,8.0,0.35,position,2.5,3,366,0.0,-2482.0
20,15min,3.0,8.0,0.35,position,2.0,1,631,0.0,-379.0
20,15min,3.0,8.0,0.35,position,2.5,1,207,0.0,-379.0
100,5min,7.0,10.0,0.25,combined,1.5,2,434,0.0,-234.25
150,15min,3.0,8.0,0.35,combined,1.5,1,1669,0.0,-551.5
100,5min,3.0,10.0,0.35,position,1.5,2,1091,0.0,-765.5
100,5min,3.0,10.0,0.35,position,2.0,1,612,0.0,-379.0
100,5min,3.0,10.0,0.35,position,2.5,1,307,0.0,-379.0
100,5min,3.0,10.0,0.35,combined,1.5,1,483,0.0,-386.5
100,15min,3.0,8.0,0.35,position,1.5,2,697,0.0,-863.0
100,15min,3.0,8.0,0.25,combined,1.5,3,544,0.0,-702.0
100,15min,3.0,6.0,0.35,combined,1.5,1,570,0.0,-551.5
100,5min,5.0,6.0,0.25,combined,1.5,2,438,0.0,-594.25
10,5min,7.0,10.0,0.35,position,2.0,3,671,0.0,-2328.25
10,5min,7.0,10.0,0.35,combined,2.0,1,500,0.0,-704.0
100,15min,3.0,6.0,0.35,position,1.5,2,697,0.0,-863.0
20,15min,3.0,6.0,0.25,combined,2.0,1,300,0.0,-356.5
100,15min,3.0,6.0,0.25,combined,1.5,3,544,0.0,-702.0
20,15min,3.0,6.0,0.35,position,2.0,1,631,0.0,-379.0
100,5min,7.0,6.0,0.35,position,2.0,1,598,0.0,-724.0
20,15min,5.0,6.0,0.35,position,2.0,1,631,0.0,-629.0
100,5min,7.0,6.0,0.35,combined,1.5,1,450,0.0,-15.25
100,5min,7.0,8.0,0.25,combined,1.5,2,434,0.0,-234.25
100,5min,7.0,8.0,0.35,position,1.5,2,1034,0.0,-739.25
100,5min,7.0,8.0,0.35,position,2.0,1,598,0.0,-724.0
100,5min,7.0,8.0,0.35,position,2.5,1,293,0.0,-724.0
100,5min,7.0,8.0,0.35,combined,1.5,1,450,0.0,-15.25
20,5min,7.0,10.0,0.35,combined,2.5,2,248,0.0,-1758.0
100,5min,5.0,10.0,0.25,combined,1.5,2,438,0.0,-594.25
100,5min,5.0,10.0,0.35,position,1.5,2,1051,0.0,-644.25
100,5min,5.0,10.0,0.35,position,2.0,1,605,0.0,-629.0
100,5min,5.0,10.0,0.35,position,2.5,1,300,0.0,-629.0
100,5min,5.0,10.0,0.35,combined,1.5,1,450,0.0,-15.25
100,5min,7.0,6.0,0.25,combined,1.5,2,434,0.0,-234.25
100,5min,7.0,6.0,0.35,position,1.5,2,1034,0.0,-739.25
20,5min,7.0,10.0,0.35,combined,2.0,2,894,0.0,-1758.0
100,5min,7.0,6.0,0.35,position,2.5,1,293,0.0,-724.0
10,15min,3.0,6.0,0.25,position,2.5,0,0,,0.0
10,15min,3.0,6.0,0.25,combined,2.5,0,0,,0.0
10,15min,3.0,6.0,0.35,position,2.5,0,0,,0.0
10,15min,3.0,6.0,0.35,combined,2.0,0,227,,0.0
10,15min,3.0,6.0,0.35,combined,2.5,0,0,,0.0
10,15min,3.0,6.0,0.45,slope,1.5,0,19293,,0.0
10,15min,3.0,6.0,0.45,position,1.5,0,1465,,0.0
10,15min,3.0,6.0,0.45,position,2.0,0,342,,0.0
10,15min,3.0,6.0,0.45,position,2.5,0,0,,0.0
10,15min,3.0,6.0,0.45,combined,1.5,0,886,,0.0
10,15min,3.0,6.0,0.45,combined,2.0,0,227,,0.0
10,15min,3.0,6.0,0.45,combined,2.5,0,0,,0.0
10,15min,3.0,8.0,0.25,position,2.5,0,0,,0.0
10,15min,3.0,8.0,0.25,combined,2.5,0,0,,0.0
10,15min,3.0,8.0,0.35,position,2.5,0,0,,0.0
10,15min,3.0,8.0,0.35,combined,2.0,0,227,,0.0
10,15min,3.0,8.0,0.35,combined,2.5,0,0,,0.0
10,15min,3.0,8.0,0.45,slope,1.5,0,19293,,0.0
10,15min,3.0,8.0,0.45,position,1.5,0,1465,,0.0
10,15min,3.0,8.0,0.45,position,2.0,0,342,,0.0
10,15min,3.0,8.0,0.45,position,2.5,0,0,,0.0
10,15min,3.0,8.0,0.45,combined,1.5,0,886,,0.0
10,15min,3.0,8.0,0.45,combined,2.0,0,227,,0.0
10,15min,3.0,8.0,0.45,combined,2.5,0,0,,0.0
10,15min,3.0,10.0,0.25,position,2.5,0,0,,0.0
10,15min,3.0,10.0,0.25,combined,2.5,0,0,,0.0
10,15min,3.0,10.0,0.35,position,2.5,0,0,,0.0
10,15min,3.0,10.0,0.35,combined,2.0,0,227,,0.0
10,15min,3.0,10.0,0.35,combined,2.5,0,0,,0.0
10,15min,3.0,10.0,0.45,slope,1.5,0,19293,,0.0
10,15min,3.0,10.0,0.45,position,1.5,0,1465,,0.0
10,15min,3.0,10.0,0.45,position,2.0,0,342,,0.0
10,15min,3.0,10.0,0.45,position,2.5,0,0,,0.0
10,15min,3.0,10.0,0.45,combined,1.5,0,886,,0.0
10,15min,3.0,10.0,0.45,combined,2.0,0,227,,0.0
10,15min,3.0,10.0,0.45,combined,2.5,0,0,,0.0
10,15min,5.0,6.0,0.25,position,2.5,0,0,,0.0
10,15min,5.0,6.0,0.25,combined,2.5,0,0,,0.0
10,15min,5.0,6.0,0.35,position,2.5,0,0,,0.0
10,15min,5.0,6.0,0.35,combined,2.0,0,227,,0.0
10,15min,5.0,6.0,0.35,combined,2.5,0,0,,0.0
10,15min,5.0,6.0,0.45,slope,1.5,0,19293,,0.0
10,15min,5.0,6.0,0.45,position,1.5,0,1465,,0.0
10,15min,5.0,6.0,0.45,position,2.0,0,342,,0.0
10,15min,5.0,6.0,0.45,position,2.5,0,0,,0.0
10,15min,5.0,6.0,0.45,combined,1.5,0,886,,0.0
10,15min,5.0,6.0,0.45,combined,2.0,0,227,,0.0
10,15min,5.0,6.0,0.45,combined,2.5,0,0,,0.0
10,15min,5.0,8.0,0.25,position,2.5,0,0,,0.0
10,15min,5.0,8.0,0.25,combined,2.5,0,0,,0.0
10,15min,5.0,8.0,0.35,position,2.5,0,0,,0.0
10,15min,5.0,8.0,0.35,combined,2.0,0,227,,0.0
10,15min,5.0,8.0,0.35,combined,2.5,0,0,,0.0
10,15min,5.0,8.0,0.45,slope,1.5,0,19293,,0.0
10,15min,5.0,8.0,0.45,position,1.5,0,1465,,0.0
10,15min,5.0,8.0,0.45,position,2.0,0,342,,0.0
10,15min,5.0,8.0,0.45,position,2.5,0,0,,0.0
10,15min,5.0,8.0,0.45,combined,1.5,0,886,,0.0
10,15min,5.0,8.0,0.45,combined,2.0,0,227,,0.0
10,15min,5.0,8.0,0.45,combined,2.5,0,0,,0.0
10,15min,5.0,10.0,0.25,position,2.5,0,0,,0.0
10,15min,5.0,10.0,0.25,combined,2.5,0,0,,0.0
10,15min,5.0,10.0,0.35,position,2.5,0,0,,0.0
10,15min,5.0,10.0,0.35,combined,2.0,0,227,,0.0
10,15min,5.0,10.0,0.35,combined,2.5,0,0,,0.0
10,15min,5.0,10.0,0.45,slope,1.5,0,19293,,0.0
10,15min,5.0,10.0,0.45,position,1.5,0,1465,,0.0
10,15min,5.0,10.0,0.45,position,2.0,0,342,,0.0
10,15min,5.0,10.0,0.45,position,2.5,0,0,,0.0
10,15min,5.0,10.0,0.45,combined,1.5,0,886,,0.0
10,15min,5.0,10.0,0.45,combined,2.0,0,227,,0.0
10,15min,5.0,10.0,0.45,combined,2.5,0,0,,0.0
10,15min,7.0,6.0,0.25,position,2.5,0,0,,0.0
10,15min,7.0,6.0,0.25,combined,2.5,0,0,,0.0
10,15min,7.0,6.0,0.35,position,2.5,0,0,,0.0
10,15min,7.0,6.0,0.35,combined,2.0,0,227,,0.0
10,15min,7.0,6.0,0.35,combined,2.5,0,0,,0.0
10,15min,7.0,6.0,0.45,slope,1.5,0,19293,,0.0
10,15min,7.0,6.0,0.45,position,1.5,0,1465,,0.0
10,15min,7.0,6.0,0.45,position,2.0,0,342,,0.0
10,15min,7.0,6.0,0.45,position,2.5,0,0,,0.0
10,15min,7.0,6.0,0.45,combined,1.5,0,886,,0.0
10,15min,7.0,6.0,0.45,combined,2.0,0,227,,0.0
10,15min,7.0,6.0,0.45,combined,2.5,0,0,,0.0
10,15min,7.0,8.0,0.25,position,2.5,0,0,,0.0
10,15min,7.0,8.0,0.25,combined,2.5,0,0,,0.0
10,15min,7.0,8.0,0.35,position,2.5,0,0,,0.0
10,15min,7.0,8.0,0.35,combined,2.0,0,227,,0.0
10,15min,7.0,8.0,0.35,combined,2.5,0,0,,0.0
10,15min,7.0,8.0,0.45,slope,1.5,0,19293,,0.0
10,15min,7.0,8.0,0.45,position,1.5,0,1465,,0.0
10,15min,7.0,8.0,0.45,position,2.0,0,342,,0.0
10,15min,7.0,8.0,0.45,position,2.5,0,0,,0.0
10,15min,7.0,8.0,0.45,combined,1.5,0,886,,0.0
10,15min,7.0,8.0,0.45,combined,2.0,0,227,,0.0
10,15min,7.0,8.0,0.45,combined,2.5,0,0,,0.0
10,15min,7.0,10.0,0.25,position,2.5,0,0,,0.0
10,15min,7.0,10.0,0.25,combined,2.5,0,0,,0.0
10,15min,7.0,10.0,0.35,position,2.5,0,0,,0.0
10,15min,7.0,10.0,0.35,combined,2.0,0,227,,0.0
10,15min,7.0,10.0,0.35,combined,2.5,0,0,,0.0
10,15min,7.0,10.0,0.45,slope,1.5,0,19293,,0.0
10,15min,7.0,10.0,0.45,position,1.5,0,1465,,0.0
10,15min,7.0,10.0,0.45,position,2.0,0,342,,0.0
10,15min,7.0,10.0,0.45,position,2.5,0,0,,0.0
10,15min,7.0,10.0,0.45,combined,1.5,0,886,,0.0
10,15min,7.0,10.0,0.45,combined,2.0,0,227,,0.0
10,15min,7.0,10.0,0.45,combined,2.5,0,0,,0.0
10,5min,3.0,6.0,0.25,position,2.5,0,10,,0.0
10,5min,3.0,6.0,0.25,combined,2.5,0,0,,0.0
10,5min,3.0,6.0,0.35,position,2.5,0,10,,0.0
10,5min,3.0,6.0,0.35,combined,2.5,0,0,,0.0
10,5min,3.0,6.0,0.45,slope,1.5,0,21192,,0.0
10,5min,3.0,6.0,0.45,position,1.5,0,2993,,0.0
10,5min,3.0,6.0,0.45,position,2.0,0,672,,0.0
10,5min,3.0,6.0,0.45,position,2.5,0,10,,0.0
10,5min,3.0,6.0,0.45,combined,1.5,0,2263,,0.0
10,5min,3.0,6.0,0.45,combined,2.0,0,500,,0.0
10,5min,3.0,6.0,0.45,combined,2.5,0,0,,0.0
10,5min,3.0,8.0,0.25,position,2.5,0,10,,0.0
10,5min,3.0,8.0,0.25,combined,2.5,0,0,,0.0
10,5min,3.0,8.0,0.35,position,2.5,0,10,,0.0
10,5min,3.0,8.0,0.35,combined,2.5,0,0,,0.0
10,5min,3.0,8.0,0.45,slope,1.5,0,21192,,0.0
10,5min,3.0,8.0,0.45,position,1.5,0,2993,,0.0
10,5min,3.0,8.0,0.45,position,2.0,0,672,,0.0
10,5min,3.0,8.0,0.45,position,2.5,0,10,,0.0
10,5min,3.0,8.0,0.45,combined,1.5,0,2263,,0.0
10,5min,3.0,8.0,0.45,combined,2.0,0,500,,0.0
10,5min,3.0,8.0,0.45,combined,2.5,0,0,,0.0
10,5min,3.0,10.0,0.25,position,2.5,0,10,,0.0
10,5min,3.0,10.0,0.25,combined,2.5,0,0,,0.0
10,5min,3.0,10.0,0.35,position,2.5,0,10,,0.0
10,5min,3.0,10.0,0.35,combined,2.5,0,0,,0.0
10,5min,3.0,10.0,0.45,slope,1.5,0,21192,,0.0
10,5min,3.0,10.0,0.45,position,1.5,0,2993,,0.0
10,5min,3.0,10.0,0.45,position,2.0,0,672,,0.0
10,5min,3.0,10.0,0.45,position,2.5,0,10,,0.0
10,5min,3.0,10.0,0.45,combined,1.5,0,2263,,0.0
10,5min,3.0,10.0,0.45,combined,2.0,0,500,,0.0
10,5min,3.0,10.0,0.45,combined,2.5,0,0,,0.0
10,5min,5.0,6.0,0.25,position,2.5,0,10,,0.0
10,5min,5.0,6.0,0.25,combined,2.5,0,0,,0.0
10,5min,5.0,6.0,0.35,position,2.5,0,10,,0.0
10,5min,5.0,6.0,0.35,combined,2.5,0,0,,0.0
10,5min,5.0,6.0,0.45,slope,1.5,0,21192,,0.0
10,5min,5.0,6.0,0.45,position,1.5,0,2993,,0.0
10,5min,5.0,6.0,0.45,position,2.0,0,672,,0.0
10,5min,5.0,6.0,0.45,position,2.5,0,10,,0.0
10,5min,5.0,6.0,0.45,combined,1.5,0,2263,,0.0
10,5min,5.0,6.0,0.45,combined,2.0,0,500,,0.0
10,5min,5.0,6.0,0.45,combined,2.5,0,0,,0.0
10,5min,5.0,8.0,0.25,position,2.5,0,10,,0.0
10,5min,5.0,8.0,0.25,combined,2.5,0,0,,0.0
10,5min,5.0,8.0,0.35,position,2.5,0,10,,0.0
10,5min,5.0,8.0,0.35,combined,2.5,0,0,,0.0
10,5min,5.0,8.0,0.45,slope,1.5,0,21192,,0.0
10,5min,5.0,8.0,0.45,position,1.5,0,2993,,0.0
10,5min,5.0,8.0,0.45,position,2.0,0,672,,0.0
10,5min,5.0,8.0,0.45,position,2.5,0,10,,0.0
10,5min,5.0,8.0,0.45,combined,1.5,0,2263,,0.0
10,5min,5.0,8.0,0.45,combined,2.0,0,500,,0.0
10,5min,5.0,8.0,0.45,combined,2.5,0,0,,0.0
10,5min,5.0,10.0,0.25,position,2.5,0,10,,0.0
10,5min,5.0,10.0,0.25,combined,2.5,0,0,,0.0
10,5min,5.0,10.0,0.35,position,2.5,0,10,,0.0
10,5min,5.0,10.0,0.35,combined,2.5,0,0,,0.0
10,5min,5.0,10.0,0.45,slope,1.5,0,21192,,0.0
10,5min,5.0,10.0,0.45,position,1.5,0,2993,,0.0
10,5min,5.0,10.0,0.45,position,2.0,0,672,,0.0
10,5min,5.0,10.0,0.45,position,2.5,0,10,,0.0
10,5min,5.0,10.0,0.45,combined,1.5,0,2263,,0.0
10,5min,5.0,10.0,0.45,combined,2.0,0,500,,0.0
10,5min,5.0,10.0,0.45,combined,2.5,0,0,,0.0
10,5min,7.0,6.0,0.25,position,2.5,0,10,,0.0
10,5min,7.0,6.0,0.25,combined,2.5,0,0,,0.0
10,5min,7.0,6.0,0.35,position,2.5,0,10,,0.0
10,5min,7.0,6.0,0.35,combined,2.5,0,0,,0.0
10,5min,7.0,6.0,0.45,slope,1.5,0,21192,,0.0
10,5min,7.0,6.0,0.45,position,1.5,0,2993,,0.0
10,5min,7.0,6.0,0.45,position,2.0,0,672,,0.0
10,5min,7.0,6.0,0.45,position,2.5,0,10,,0.0
10,5min,7.0,6.0,0.45,combined,1.5,0,2263,,0.0
10,5min,7.0,6.0,0.45,combined,2.0,0,500,,0.0
10,5min,7.0,6.0,0.45,combined,2.5,0,0,,0.0
10,5min,7.0,8.0,0.25,position,2.5,0,10,,0.0
10,5min,7.0,8.0,0.25,combined,2.5,0,0,,0.0
10,5min,7.0,8.0,0.35,position,2.5,0,10,,0.0
10,5min,7.0,8.0,0.35,combined,2.5,0,0,,0.0
10,5min,7.0,8.0,0.45,slope,1.5,0,21192,,0.0
10,5min,7.0,8.0,0.45,position,1.5,0,2993,,0.0
10,5min,7.0,8.0,0.45,position,2.0,0,672,,0.0
10,5min,7.0,8.0,0.45,position,2.5,0,10,,0.0
10,5min,7.0,8.0,0.45,combined,1.5,0,2263,,0.0
10,5min,7.0,8.0,0.45,combined,2.0,0,500,,0.0
10,5min,7.0,8.0,0.45,combined,2.5,0,0,,0.0
10,5min,7.0,10.0,0.25,position,2.5,0,10,,0.0
10,5min,7.0,10.0,0.25,combined,2.5,0,0,,0.0
10,5min,7.0,10.0,0.35,position,2.5,0,10,,0.0
10,5min,7.0,10.0,0.35,combined,2.5,0,0,,0.0
10,5min,7.0,10.0,0.45,slope,1.5,0,21192,,0.0
10,5min,7.0,10.0,0.45,position,1.5,0,2993,,0.0
10,5min,7.0,10.0,0.45,position,2.0,0,672,,0.0
10,5min,7.0,10.0,0.45,position,2.5,0,10,,0.0
10,5min,7.0,10.0,0.45,combined,1.5,0,2263,,0.0
10,5min,7.0,10.0,0.45,combined,2.0,0,500,,0.0
10,5min,7.0,10.0,0.45,combined,2.5,0,0,,0.0
20,15min,3.0,6.0,0.25,combined,2.5,0,48,,0.0
20,15min,3.0,6.0,0.35,combined,2.0,0,303,,0.0
20,15min,3.0,6.0,0.35,combined,2.5,0,48,,0.0
20,15min,3.0,6.0,0.45,slope,1.5,0,13628,,0.0
20,15min,3.0,6.0,0.45,position,1.5,0,1460,,0.0
20,15min,3.0,6.0,0.45,position,2.0,0,642,,0.0
20,15min,3.0,6.0,0.45,position,2.5,0,218,,0.0
20,15min,3.0,6.0,0.45,combined,1.5,0,690,,0.0
20,15min,3.0,6.0,0.45,combined,2.0,0,303,,0.0
20,15min,3.0,6.0,0.45,combined,2.5,0,48,,0.0
20,15min,3.0,8.0,0.25,combined,2.5,0,48,,0.0
20,15min,3.0,8.0,0.35,combined,2.0,0,303,,0.0
20,15min,3.0,8.0,0.35,combined,2.5,0,48,,0.0
20,15min,3.0,8.0,0.45,slope,1.5,0,13628,,0.0
20,15min,3.0,8.0,0.45,position,1.5,0,1460,,0.0
20,15min,3.0,8.0,0.45,position,2.0,0,642,,0.0
20,15min,3.0,8.0,0.45,position,2.5,0,218,,0.0
20,15min,3.0,8.0,0.45,combined,1.5,0,690,,0.0
20,15min,3.0,8.0,0.45,combined,2.0,0,303,,0.0
20,15min,3.0,8.0,0.45,combined,2.5,0,48,,0.0
20,15min,3.0,10.0,0.25,combined,2.5,0,48,,0.0
20,15min,3.0,10.0,0.35,combined,2.0,0,303,,0.0
20,15min,3.0,10.0,0.35,combined,2.5,0,48,,0.0
20,15min,3.0,10.0,0.45,slope,1.5,0,13628,,0.0
20,15min,3.0,10.0,0.45,position,1.5,0,1460,,0.0
20,15min,3.0,10.0,0.45,position,2.0,0,642,,0.0
20,15min,3.0,10.0,0.45,position,2.5,0,218,,0.0
20,15min,3.0,10.0,0.45,combined,1.5,0,690,,0.0
20,15min,3.0,10.0,0.45,combined,2.0,0,303,,0.0
20,15min,3.0,10.0,0.45,combined,2.5,0,48,,0.0
20,15min,5.0,6.0,0.25,combined,2.5,0,48,,0.0
20,15min,5.0,6.0,0.35,combined,2.0,0,303,,0.0
20,15min,5.0,6.0,0.35,combined,2.5,0,48,,0.0
20,15min,5.0,6.0,0.45,slope,1.5,0,13628,,0.0
20,15min,5.0,6.0,0.45,position,1.5,0,1460,,0.0
20,15min,5.0,6.0,0.45,position,2.0,0,642,,0.0
20,15min,5.0,6.0,0.45,position,2.5,0,218,,0.0
20,15min,5.0,6.0,0.45,combined,1.5,0,690,,0.0
20,15min,5.0,6.0,0.45,combined,2.0,0,303,,0.0
20,15min,5.0,6.0,0.45,combined,2.5,0,48,,0.0
20,15min,5.0,8.0,0.25,combined,2.5,0,48,,0.0
20,15min,5.0,8.0,0.35,combined,2.0,0,303,,0.0
20,15min,5.0,8.0,0.35,combined,2.5,0,48,,0.0
20,15min,5.0,8.0,0.45,slope,1.5,0,13628,,0.0
20,15min,5.0,8.0,0.45,position,1.5,0,1460,,0.0
20,15min,5.0,8.0,0.45,position,2.0,0,642,,0.0
20,15min,5.0,8.0,0.45,position,2.5,0,218,,0.0
20,15min,5.0,8.0,0.45,combined,1.5,0,690,,0.0
20,15min,5.0,8.0,0.45,combined,2.0,0,303,,0.0
20,15min,5.0,8.0,0.45,combined,2.5,0,48,,0.0
20,15min,5.0,10.0,0.25,combined,2.5,0,48,,0.0
20,15min,5.0,10.0,0.35,combined,2.0,0,303,,0.0
20,15min,5.0,10.0,0.35,combined,2.5,0,48,,0.0
20,15min,5.0,10.0,0.45,slope,1.5,0,13628,,0.0
20,15min,5.0,10.0,0.45,position,1.5,0,1460,,0.0
20,15min,5.0,10.0,0.45,position,2.0,0,642,,0.0
20,15min,5.0,10.0,0.45,position,2.5,0,218,,0.0
20,15min,5.0,10.0,0.45,combined,1.5,0,690,,0.0
20,15min,5.0,10.0,0.45,combined,2.0,0,303,,0.0
20,15min,5.0,10.0,0.45,combined,2.5,0,48,,0.0
20,15min,7.0,6.0,0.25,combined,2.5,0,48,,0.0
20,15min,7.0,6.0,0.35,combined,2.0,0,303,,0.0
20,15min,7.0,6.0,0.35,combined,2.5,0,48,,0.0
20,15min,7.0,6.0,0.45,slope,1.5,0,13628,,0.0
20,15min,7.0,6.0,0.45,position,1.5,0,1460,,0.0
20,15min,7.0,6.0,0.45,position,2.0,0,642,,0.0
20,15min,7.0,6.0,0.45,position,2.5,0,218,,0.0
20,15min,7.0,6.0,0.45,combined,1.5,0,690,,0.0
20,15min,7.0,6.0,0.45,combined,2.0,0,303,,0.0
20,15min,7.0,6.0,0.45,combined,2.5,0,48,,0.0
20,15min,7.0,8.0,0.25,combined,2.5,0,48,,0.0
20,15min,7.0,8.0,0.35,combined,2.0,0,303,,0.0
20,15min,7.0,8.0,0.35,combined,2.5,0,48,,0.0
20,15min,7.0,8.0,0.45,slope,1.5,0,13628,,0.0
20,15min,7.0,8.0,0.45,position,1.5,0,1460,,0.0
20,15min,7.0,8.0,0.45,position,2.0,0,642,,0.0
20,15min,7.0,8.0,0.45,position,2.5,0,218,,0.0
20,15min,7.0,8.0,0.45,combined,1.5,0,690,,0.0
20,15min,7.0,8.0,0.45,combined,2.0,0,303,,0.0
20,15min,7.0,8.0,0.45,combined,2.5,0,48,,0.0
20,15min,7.0,10.0,0.25,combined,2.5,0,48,,0.0
20,15min,7.0,10.0,0.35,combined,2.0,0,303,,0.0
20,15min,7.0,10.0,0.35,combined,2.5,0,48,,0.0
20,15min,7.0,10.0,0.45,slope,1.5,0,13628,,0.0
20,15min,7.0,10.0,0.45,position,1.5,0,1460,,0.0
20,15min,7.0,10.0,0.45,position,2.0,0,642,,0.0
20,15min,7.0,10.0,0.45,position,2.5,0,218,,0.0
20,15min,7.0,10.0,0.45,combined,1.5,0,690,,0.0
20,15min,7.0,10.0,0.45,combined,2.0,0,303,,0.0
20,15min,7.0,10.0,0.45,combined,2.5,0,48,,0.0
20,5min,3.0,6.0,0.45,slope,1.5,0,21187,,0.0
20,5min,3.0,6.0,0.45,position,1.5,0,3123,,0.0
20,5min,3.0,6.0,0.45,position,2.0,0,1212,,0.0
20,5min,3.0,6.0,0.45,position,2.5,0,367,,0.0
20,5min,3.0,6.0,0.45,combined,1.5,0,2368,,0.0
20,5min,3.0,6.0,0.45,combined,2.0,0,899,,0.0
20,5min,3.0,6.0,0.45,combined,2.5,0,248,,0.0
20,5min,3.0,8.0,0.45,slope,1.5,0,21187,,0.0
20,5min,3.0,8.0,0.45,position,1.5,0,3123,,0.0
20,5min,3.0,8.0,0.45,position,2.0,0,1212,,0.0
20,5min,3.0,8.0,0.45,position,2.5,0,367,,0.0
20,5min,3.0,8.0,0.45,combined,1.5,0,2368,,0.0
20,5min,3.0,8.0,0.45,combined,2.0,0,899,,0.0
20,5min,3.0,8.0,0.45,combined,2.5,0,248,,0.0
20,5min,3.0,10.0,0.45,slope,1.5,0,21187,,0.0
20,5min,3.0,10.0,0.45,position,1.5,0,3123,,0.0
20,5min,3.0,10.0,0.45,position,2.0,0,1212,,0.0
20,5min,3.0,10.0,0.45,position,2.5,0,367,,0.0
20,5min,3.0,10.0,0.45,combined,1.5,0,2368,,0.0
20,5min,3.0,10.0,0.45,combined,2.0,0,899,,0.0
20,5min,3.0,10.0,0.45,combined,2.5,0,248,,0.0
20,5min,5.0,6.0,0.45,slope,1.5,0,21187,,0.0
20,5min,5.0,6.0,0.45,position,1.5,0,3123,,0.0
20,5min,5.0,6.0,0.45,position,2.0,0,1212,,0.0
20,5min,5.0,6.0,0.45,position,2.5,0,367,,0.0
20,5min,5.0,6.0,0.45,combined,1.5,0,2368,,0.0
20,5min,5.0,6.0,0.45,combined,2.0,0,899,,0.0
20,5min,5.0,6.0,0.45,combined,2.5,0,248,,0.0
20,5min,5.0,8.0,0.45,slope,1.5,0,21187,,0.0
20,5min,5.0,8.0,0.45,position,1.5,0,3123,,0.0
20,5min,5.0,8.0,0.45,position,2.0,0,1212,,0.0
20,5min,5.0,8.0,0.45,position,2.5,0,367,,0.0
20,5min,5.0,8.0,0.45,combined,1.5,0,2368,,0.0
20,5min,5.0,8.0,0.45,combined,2.0,0,899,,0.0
20,5min,5.0,8.0,0.45,combined,2.5,0,248,,0.0
20,5min,5.0,10.0,0.45,slope,1.5,0,21187,,0.0
20,5min,5.0,10.0,0.45,position,1.5,0,3123,,0.0
20,5min,5.0,10.0,0.45,position,2.0,0,1212,,0.0
20,5min,5.0,10.0,0.45,position,2.5,0,367,,0.0
20,5min,5.0,10.0,0.45,combined,1.5,0,2368,,0.0
20,5min,5.0,10.0,0.45,combined,2.0,0,899,,0.0
20,5min,5.0,10.0,0.45,combined,2.5,0,248,,0.0
20,5min,7.0,6.0,0.45,slope,1.5,0,21187,,0.0
20,5min,7.0,6.0,0.45,position,1.5,0,3123,,0.0
20,5min,7.0,6.0,0.45,position,2.0,0,1212,,0.0
20,5min,7.0,6.0,0.45,position,2.5,0,367,,0.0
20,5min,7.0,6.0,0.45,combined,1.5,0,2368,,0.0
20,5min,7.0,6.0,0.45,combined,2.0,0,899,,0.0
20,5min,7.0,6.0,0.45,combined,2.5,0,248,,0.0
20,5min,7.0,8.0,0.45,slope,1.5,0,21187,,0.0
20,5min,7.0,8.0,0.45,position,1.5,0,3123,,0.0
20,5min,7.0,8.0,0.45,position,2.0,0,1212,,0.0
20,5min,7.0,8.0,0.45,position,2.5,0,367,,0.0
20,5min,7.0,8.0,0.45,combined,1.5,0,2368,,0.0
20,5min,7.0,8.0,0.45,combined,2.0,0,899,,0.0
20,5min,7.0,8.0,0.45,combined,2.5,0,248,,0.0
20,5min,7.0,10.0,0.45,slope,1.5,0,21187,,0.0
20,5min,7.0,10.0,0.45,position,1.5,0,3123,,0.0
20,5min,7.0,10.0,0.45,position,2.0,0,1212,,0.0
20,5min,7.0,10.0,0.45,position,2.5,0,367,,0.0
